,Province/State,Country/Region,Lat,Long,3/11/20,3/12/20,Delta,Percentage,date
279,"Ulster County, NY",US,41.85860000,-74.31180000,0,0,0,,2020-03-16 08:41:38.191899
280,"Volusia County, FL",US,29.02800000,-81.07550000,0,0,0,,2020-03-16 08:41:38.191899
281,"Fairfax County, VA",US,38.90850000,-77.24050000,0,0,0,,2020-03-16 08:41:38.191899
282,"Rockingham County, NH",US,42.99310000,-71.04980000,0,0,0,,2020-03-16 08:41:38.191899
283,"Washington, D.C.",US,38.90720000,-77.03690000,0,0,0,,2020-03-16 08:41:38.191899
284,"Montgomery County, PA",US,40.22900000,-75.38790000,0,0,0,,2020-03-16 08:41:38.191899
285,"Alameda County, CA",US,37.60170000,-121.71950000,0,0,0,,2020-03-16 08:41:38.191899
286,"Broward County, FL",US,26.19010000,-80.36590000,0,0,0,,2020-03-16 08:41:38.191899
287,"Lee County, FL",US,26.66300000,-81.95350000,0,0,0,,2020-03-16 08:41:38.191899
288,"Pinal County, AZ",US,32.81620000,-111.28450000,0,0,0,,2020-03-16 08:41:38.191899
289,"Rockland County, NY",US,41.14890000,-73.98300000,0,0,0,,2020-03-16 08:41:38.191899
290,"Saratoga County, NY",US,43.03240000,-73.93600000,0,0,0,,2020-03-16 08:41:38.191899
291,"Charleston County, SC",US,32.79570000,-79.78480000,0,0,0,,2020-03-16 08:41:38.191899
292,"Clark County, WA",US,45.74660000,-122.51940000,0,0,0,,2020-03-16 08:41:38.191899
293,"Cobb County, GA",US,33.89990000,-84.56410000,0,0,0,,2020-03-16 08:41:38.191899
294,"Davis County, UT",US,40.96290000,-112.09530000,0,0,0,,2020-03-16 08:41:38.191899
295,"El Paso County, CO",US,38.91080000,-104.47230000,0,0,0,,2020-03-16 08:41:38.191899
296,"Honolulu County, HI",US,21.30700000,-157.85840000,0,0,0,,2020-03-16 08:41:38.191899
297,"Jackson County, OR ",US,42.33450000,-122.76470000,0,0,0,,2020-03-16 08:41:38.191899
298,"Jefferson County, WA",US,47.74250000,-123.30400000,0,0,0,,2020-03-16 08:41:38.191899
299,"Kershaw County, SC",US,34.36720000,-80.58830000,0,0,0,,2020-03-16 08:41:38.191899
300,"Klamath County, OR",US,42.69530000,-121.61420000,0,0,0,,2020-03-16 08:41:38.191899
301,"Madera County, CA",US,37.25190000,-119.69630000,0,0,0,,2020-03-16 08:41:38.191899
302,"Pierce County, WA",US,47.06760000,-122.12950000,0,0,0,,2020-03-16 08:41:38.191899
303,"Tulsa County, OK",US,36.15930000,-95.94100000,0,0,0,,2020-03-16 08:41:38.191899
304,"Douglas County, CO",US,39.25870000,-104.93890000,0,0,0,,2020-03-16 08:41:38.191899
305,"Providence County, RI",US,41.88820000,-71.47740000,0,0,0,,2020-03-16 08:41:38.191899
306,"Chatham County, NC",US,35.72110000,-79.17810000,0,0,0,,2020-03-16 08:41:38.191899
307,"Delaware County, PA",US,39.90780000,-75.38790000,0,0,0,,2020-03-16 08:41:38.191899
308,"Douglas County, NE",US,41.31480000,-96.19510000,0,0,0,,2020-03-16 08:41:38.191899
309,"Fayette County, KY",US,38.06060000,-84.48030000,0,0,0,,2020-03-16 08:41:38.191899
310,"Marion County, IN",US,39.83620000,-86.17520000,0,0,0,,2020-03-16 08:41:38.191899
311,"Middlesex County, MA",US,42.46720000,-71.28740000,0,0,0,,2020-03-16 08:41:38.191899
312,"Nassau County, NY",US,40.65460000,-73.55940000,0,0,0,,2020-03-16 08:41:38.191899
313,"Ramsey County, MN",US,44.99640000,-93.06160000,0,0,0,,2020-03-16 08:41:38.191899
314,"Washoe County, NV",US,40.56080000,-119.60350000,0,0,0,,2020-03-16 08:41:38.191899
315,"Wayne County, PA",US,41.67390000,-75.24790000,0,0,0,,2020-03-16 08:41:38.191899
316,"Yolo County, CA",US,38.76460000,-121.90180000,0,0,0,,2020-03-16 08:41:38.191899
317,"Santa Clara County, CA",US,37.35410000,-121.95520000,0,0,0,,2020-03-16 08:41:38.191899
318,"Clark County, NV",US,36.07960000,-115.09400000,0,0,0,,2020-03-16 08:41:38.191899
319,"Fort Bend County, TX",US,29.56930000,-95.81430000,0,0,0,,2020-03-16 08:41:38.191899
320,"Grant County, WA",US,47.19810000,-119.37320000,0,0,0,,2020-03-16 08:41:38.191899
321,"Santa Rosa County, FL",US,30.76900000,-86.98240000,0,0,0,,2020-03-16 08:41:38.191899
322,"Williamson County, TN",US,35.91790000,-86.86220000,0,0,0,,2020-03-16 08:41:38.191899
323,"New York County, NY",US,40.71280000,-74.00600000,0,0,0,,2020-03-16 08:41:38.191899
324,"Montgomery County, MD",US,39.15470000,-77.24050000,0,0,0,,2020-03-16 08:41:38.191899
325,"Suffolk County, MA",US,42.36010000,-71.05890000,0,0,0,,2020-03-16 08:41:38.191899
326,"Denver County, CO",US,39.73920000,-104.99030000,0,0,0,,2020-03-16 08:41:38.191899
327,"Summit County, CO",US,39.59120000,-106.06400000,0,0,0,,2020-03-16 08:41:38.191899
328,"Bergen County, NJ",US,40.92630000,-74.07700000,0,0,0,,2020-03-16 08:41:38.191899
329,"Harris County, TX",US,29.77520000,-95.31030000,0,0,0,,2020-03-16 08:41:38.191899
330,"San Francisco County, CA",US,37.77490000,-122.41940000,0,0,0,,2020-03-16 08:41:38.191899
331,"Contra Costa County, CA",US,37.85340000,-121.90180000,0,0,0,,2020-03-16 08:41:38.191899
332,"Orange County, CA",US,33.78790000,-117.85310000,0,0,0,,2020-03-16 08:41:38.191899
333,"Norfolk County, MA",US,42.17670000,-71.14490000,0,0,0,,2020-03-16 08:41:38.191899
334,"Maricopa County, AZ",US,33.29180000,-112.42910000,0,0,0,,2020-03-16 08:41:38.191899
335,"Wake County, NC",US,35.80320000,-78.56610000,0,0,0,,2020-03-16 08:41:38.191899
336,"Westchester County, NY",US,41.12200000,-73.79490000,0,0,0,,2020-03-16 08:41:38.191899
337,"Grafton County, NH",US,43.90880000,-71.82600000,0,0,0,,2020-03-16 08:41:38.191899
338,"Hillsborough, FL",US,27.99040000,-82.30180000,0,0,0,,2020-03-16 08:41:38.191899
339,"Placer County, CA",US,39.09160000,-120.80390000,0,0,0,,2020-03-16 08:41:38.191899
340,"San Mateo, CA",US,37.56300000,-122.32550000,0,0,0,,2020-03-16 08:41:38.191899
341,"Sonoma County, CA",US,38.57800000,-122.98880000,0,0,0,,2020-03-16 08:41:38.191899
342,"Umatilla, OR",US,45.77500000,-118.76060000,0,0,0,,2020-03-16 08:41:38.191899
343,"Fulton County, GA",US,33.80340000,-84.39630000,0,0,0,,2020-03-16 08:41:38.191899
344,"Washington County, OR",US,45.54700000,-123.13860000,0,0,0,,2020-03-16 08:41:38.191899
345,"Snohomish County, WA",US,48.03300000,-121.83390000,0,0,0,,2020-03-16 08:41:38.191899
346,"Humboldt County, CA",US,40.74500000,-123.86950000,0,0,0,,2020-03-16 08:41:38.191899
347,"Sacramento County, CA",US,38.47470000,-121.35420000,0,0,0,,2020-03-16 08:41:38.191899
348,"San Diego County, CA",US,32.71570000,-117.16110000,0,0,0,,2020-03-16 08:41:38.191899
349,"San Benito, CA",US,36.57610000,-120.98760000,0,0,0,,2020-03-16 08:41:38.191899
350,"Los Angeles, CA",US,34.05220000,-118.24370000,0,0,0,,2020-03-16 08:41:38.191899
351,"King County, WA",US,47.60620000,-122.33210000,0,0,0,,2020-03-16 08:41:38.191899
352,"Cook County, IL",US,41.73770000,-87.69760000,0,0,0,,2020-03-16 08:41:38.191899
353,"Skagit, WA",US,48.42420000,-121.71140000,0,0,0,,2020-03-16 08:41:38.191899
354,"Thurston, WA",US,46.86460000,-122.76960000,0,0,0,,2020-03-16 08:41:38.191899
355,"Island, WA",US,48.19760000,-122.57950000,0,0,0,,2020-03-16 08:41:38.191899
356,"Whatcom, WA",US,48.87870000,-121.97190000,0,0,0,,2020-03-16 08:41:38.191899
357,"Marin, CA",US,38.08340000,-122.76330000,0,0,0,,2020-03-16 08:41:38.191899
358,"Calaveras, CA",US,38.19600000,-120.68050000,0,0,0,,2020-03-16 08:41:38.191899
359,"Stanislaus, CA",US,37.50910000,-120.98760000,0,0,0,,2020-03-16 08:41:38.191899
360,"San Joaquin, CA",US,36.60660000,-120.18900000,0,0,0,,2020-03-16 08:41:38.191899
361,"Essex, MA",US,42.63200000,-70.78290000,0,0,0,,2020-03-16 08:41:38.191899
362,"Charlton, GA",US,30.79170000,-82.08430000,0,0,0,,2020-03-16 08:41:38.191899
363,"Collier, FL",US,26.07000000,-81.42790000,0,0,0,,2020-03-16 08:41:38.191899
364,"Pinellas, FL",US,27.87640000,-82.77790000,0,0,0,,2020-03-16 08:41:38.191899
365,"Alachua, FL",US,29.79380000,-82.49440000,0,0,0,,2020-03-16 08:41:38.191899
366,"Nassau, FL",US,30.59270000,-81.82240000,0,0,0,,2020-03-16 08:41:38.191899
367,"Pasco, FL",US,28.32320000,-82.43190000,0,0,0,,2020-03-16 08:41:38.191899
368,"Dallas, TX",US,32.77670000,-96.79700000,0,0,0,,2020-03-16 08:41:38.191899
369,"Tarrant, TX",US,32.77320000,-97.35170000,0,0,0,,2020-03-16 08:41:38.191899
370,"Montgomery, TX",US,30.38830000,-95.69630000,0,0,0,,2020-03-16 08:41:38.191899
371,"Middlesex, NJ",US,40.57260000,-74.49270000,0,0,0,,2020-03-16 08:41:38.191899
372,"Jefferson, CO",US,39.58000000,-105.26630000,0,0,0,,2020-03-16 08:41:38.191899
373,"Multnomah, OR",US,45.51460000,-122.58630000,0,0,0,,2020-03-16 08:41:38.191899
374,"Polk, OR",US,44.92670000,-123.49190000,0,0,0,,2020-03-16 08:41:38.191899
375,"Deschutes, OR",US,43.83250000,-121.26170000,0,0,0,,2020-03-16 08:41:38.191899
376,"McHenry, IL",US,42.33340000,-88.26680000,0,0,0,,2020-03-16 08:41:38.191899
377,"Lake, IL",US,42.36890000,-87.82720000,0,0,0,,2020-03-16 08:41:38.191899
378,"Bucks, PA",US,40.41080000,-75.24790000,0,0,0,,2020-03-16 08:41:38.191899
379,"Hanover, VA",US,37.77720000,-77.51610000,0,0,0,,2020-03-16 08:41:38.191899
380,"Lancaster, SC",US,34.72530000,-80.67710000,0,0,0,,2020-03-16 08:41:38.191899
381,"Sullivan, TN",US,36.49330000,-82.34520000,0,0,0,,2020-03-16 08:41:38.191899
382,"Johnson, IN",US,39.46380000,-86.13450000,0,0,0,,2020-03-16 08:41:38.191899
383,"Howard, IN",US,40.44830000,-86.13450000,0,0,0,,2020-03-16 08:41:38.191899
384,"St. Joseph, IN",US,41.62280000,-86.33770000,0,0,0,,2020-03-16 08:41:38.191899
385,"Knox, NE",US,42.67120000,-97.87220000,0,0,0,,2020-03-16 08:41:38.191899
386,"Stark, OH",US,40.86850000,-81.25190000,0,0,0,,2020-03-16 08:41:38.191899
387,"Anoka, MN",US,45.32930000,-93.21970000,0,0,0,,2020-03-16 08:41:38.191899
388,"Olmsted, MN",US,43.99520000,-92.38140000,0,0,0,,2020-03-16 08:41:38.191899
389,"Summit, UT",US,40.82980000,-110.99840000,0,0,0,,2020-03-16 08:41:38.191899
390,"Fairfield, CT",US,41.25600000,-73.37090000,0,0,0,,2020-03-16 08:41:38.191899
391,"Litchfield, CT",US,41.78660000,-73.27650000,0,0,0,,2020-03-16 08:41:38.191899
392,"Orleans, LA",US,29.95110000,-90.07150000,0,0,0,,2020-03-16 08:41:38.191899
393,"Pennington, SD",US,43.89010000,-102.25480000,0,0,0,,2020-03-16 08:41:38.191899
394,"Beadle, SD",US,44.47970000,-98.22130000,0,0,0,,2020-03-16 08:41:38.191899
395,"Charles Mix, SD",US,43.09850000,-98.39650000,0,0,0,,2020-03-16 08:41:38.191899
396,"Davison, SD",US,43.72420000,-98.22130000,0,0,0,,2020-03-16 08:41:38.191899
397,"Minnehaha, SD",US,43.66320000,-96.83510000,0,0,0,,2020-03-16 08:41:38.191899
398,"Bon Homme, SD",US,42.98150000,-97.87220000,0,0,0,,2020-03-16 08:41:38.191899
399,"Socorro, NM",US,33.88370000,-106.72350000,0,0,0,,2020-03-16 08:41:38.191899
400,"Bernalillo, NM",US,35.01780000,-106.62910000,0,0,0,,2020-03-16 08:41:38.191899
401,"Oakland, MI",US,42.59220000,-83.33620000,0,0,0,,2020-03-16 08:41:38.191899
402,"Wayne, MI",US,42.27910000,-83.33620000,0,0,0,,2020-03-16 08:41:38.191899
403,"New Castle, DE",US,39.53930000,-75.66740000,0,0,0,,2020-03-16 08:41:38.191899
404,,Cuba,22.00000000,-80.00000000,0,3,3,inf,2020-03-16 08:41:38.191899
405,,Guyana,5.00000000,-58.75000000,0,1,1,inf,2020-03-16 08:41:38.191899
